pais,departamento,provincia,municipio,circunscripcion,tipo_cargo,titular_suplente,posicion,nombre,genero,sigla,no,twitter,perfil_facebook,pagina_facebook,pagina_web,Patrimonio_fecha,total_bienes,valor_bienes,rentas,deudas,Denuncia_fecha,denunciante,tipo,contenido,fuente
Bolivia,Santa Cruz,Germán Busch,,,Asambleístas Departamentales Por Territorio,Titular,,Ybar Antelo Dorado,,ASIP,14,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Germán Busch,,,Asambleístas Departamentales Por Territorio,Suplente,,Margoth Cuellar Mercado,,ASIP,,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Guarayos,,,Asambleístas Departamentales Por Territorio,Titular,,Pamela Hilarion Trujillo,,MAS-IPSP,15,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Guarayos,,,Asambleístas Departamentales Por Territorio,Suplente,,Cirilo Daza Flores,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Cochabamba,Cercado,,,Asambleístas Departamentales Por Territorio,Titular,,Rodrigo Valdivia Gomez,,SUMATE,1,,,,,,,,,,,,,,
Bolivia,Cochabamba,Cercado,,,Asambleístas Departamentales Por Territorio,Suplente,,Neyda Karen Muñoz Balderrama,,SUMATE,,,,,,,,,,,,,,,
Bolivia,Cochabamba,Campero,,,Asambleístas Departamentales Por Territorio,Titular,,Salome Dias Cruz,,MAS-IPSP,2,,,,,,,,,,,,,,
Bolivia,Cochabamba,Campero,,,Asambleístas Departamentales Por Territorio,Suplente,,Franolit Contreras Castellon,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Cochabamba,Ayopaya,,,Asambleístas Departamentales Por Territorio,Titular,,Francisco Otalora Ticona,,MAS-IPSP,3,,,,,,,,,,,,,,
Bolivia,Cochabamba,Ayopaya,,,Asambleístas Departamentales Por Territorio,Suplente,,Cecilia Choque Bustos,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Cochabamba,Esteban Arze,,,Asambleístas Departamentales Por Territorio,Titular,,Julieta Veizaga Guevara,,MAS-IPSP,4,,,,,,,,,,,,,,
Bolivia,Cochabamba,Esteban Arze,,,Asambleístas Departamentales Por Territorio,Suplente,,Juan Zurita Pardo,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Cochabamba,Arani,,,Asambleístas Departamentales Por Territorio,Titular,,Jesus Quispe,,MAS-IPSP,5,,,,,,,,,,,,,,
Bolivia,Cochabamba,Arani,,,Asambleístas Departamentales Por Territorio,Suplente,,Janeth Pinto Valdivia,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Cochabamba,Arque,,,Asambleístas Departamentales Por Territorio,Titular,,Santusa Huanca Mercado,,MAS-IPSP,6,,,,,,,,,,,,,,
Bolivia,Cochabamba,Arque,,,Asambleístas Departamentales Por Territorio,Suplente,,Pedro Amaya Equilea,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Cochabamba,Capinota,,,Asambleístas Departamentales Por Territorio,Titular,,Ariel Angel Herbas Tastaca,,MAS-IPSP,7,,,,,,,,,,,,,,
Bolivia,Cochabamba,Capinota,,,Asambleístas Departamentales Por Territorio,Suplente,,Simeona Escalera Grajeda,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Cochabamba,German Jordan,,,Asambleístas Departamentales Por Territorio,Titular,,Liliana Maldonado Aguilar,,MAS-IPSP,8,,,,,,,,,,,,,,
Bolivia,Cochabamba,German Jordan,,,Asambleístas Departamentales Por Territorio,Suplente,,Rodrigo Arce Trujillo,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Cochabamba,Quillacollo,,,Asambleístas Departamentales Por Territorio,Titular,,Felix Sandro Quispe Orellana,,MAS-IPSP,9,,,,,,,,,,,,,,
Bolivia,Cochabamba,Quillacollo,,,Asambleístas Departamentales Por Territorio,Suplente,,Guillermina Gonzales Taboada,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Cochabamba,Chapare,,,Asambleístas Departamentales Por Territorio,Titular,,Maria Lizeth Castro Sandivar,,MAS-IPSP,10,,,,,,,,,,,,,,
Bolivia,Cochabamba,Chapare,,,Asambleístas Departamentales Por Territorio,Suplente,,Juan Reynaga Fernandez,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Cochabamba,Tapacari,,,Asambleístas Departamentales Por Territorio,Titular,,Renato Alanes Bazoaldo,,MAS-IPSP,11,,,,,,,,,,,,,,
Bolivia,Cochabamba,Tapacari,,,Asambleístas Departamentales Por Territorio,Suplente,,Salome Poma Heredia,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Cochabamba,Carrasco,,,Asambleístas Departamentales Por Territorio,Titular,,Vilma Montaño Hidalgo,,MAS-IPSP,12,,,,,,,,,,,,,,
Bolivia,Cochabamba,Carrasco,,,Asambleístas Departamentales Por Territorio,Suplente,,Luis Veizaga Gutierrez,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Cochabamba,Mizque,,,Asambleístas Departamentales Por Territorio,Titular,,Mario Wilder Alvarez Rodriguez,,MAS-IPSP,13,,,,,,,,,,,,,,
Bolivia,Cochabamba,Mizque,,,Asambleístas Departamentales Por Territorio,Suplente,,Saida Ocaña Fernandez,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Cochabamba,Punata,,,Asambleístas Departamentales Por Territorio,Titular,,Mercedes Torrico Claros,,MAS-IPSP,14,,,,,,,,,,,,,,
Bolivia,Cochabamba,Punata,,,Asambleístas Departamentales Por Territorio,Suplente,,David Siles Herbas,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Cochabamba,Bolivar,,,Asambleístas Departamentales Por Territorio,Titular,,Jesus Aguayo Condori,,MAS-IPSP,15,,,,,,,,,,,,,,
Bolivia,Cochabamba,Bolivar,,,Asambleístas Departamentales Por Territorio,Suplente,,Benica Alavi Panta,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Cochabamba,Tiraque,,,Asambleístas Departamentales Por Territorio,Titular,,Elena Aine Espinoza,,MAS-IPSP,16,,,,,,,,,,,,,,
Bolivia,Cochabamba,Tiraque,,,Asambleístas Departamentales Por Territorio,Suplente,,Luciano Rojas Silvestre,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,,,Asambleístas Departamentales Por Territorio,Titular,,Yhanet Cadena Mamani,,MAS-IPSP,1,,,,,,,,,,,,,,
Bolivia,La Paz,Murillo,,,Asambleístas Departamentales Por Territorio,Suplente,,Ramiro Fernando Terrazas Sagarnaga,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,Omasuyos,,,Asambleístas Departamentales Por Territorio,Titular,,Angelino Limachi Tórrez,,J.A. LLALLA.L.P.,2,,,,,,,,,,,,,,
Bolivia,La Paz,Omasuyos,,,Asambleístas Departamentales Por Territorio,Suplente,,Elena Quispe Apaza,,J.A. LLALLA.L.P.,,,,,,,,,,,,,,,
Bolivia,La Paz,Pacajes,,,Asambleístas Departamentales Por Territorio,Titular,,Silveria Choque Huanca,,MAS-IPSP,3,,,,,,,,,,,,,,
Bolivia,La Paz,Pacajes,,,Asambleístas Departamentales Por Territorio,Suplente,,Santos Guzmán Tancara Condori,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,Camacho,,,Asambleístas Departamentales Por Territorio,Titular,,Rigoberto Ramos Surco,,MAS-IPSP,4,,,,,,,,,,,,,,
Bolivia,La Paz,Camacho,,,Asambleístas Departamentales Por Territorio,Suplente,,Agustina Mollisaca,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,Muñecas,,,Asambleístas Departamentales Por Territorio,Titular,,Heriberto Flores Yujra,,J.A. LLALLA.L.P.,5,,,,,,,,,,,,,,
Bolivia,La Paz,Muñecas,,,Asambleístas Departamentales Por Territorio,Suplente,,Reyna Ramírez Mamani,,J.A. LLALLA.L.P.,,,,,,,,,,,,,,,
Bolivia,La Paz,Larecaja,,,Asambleístas Departamentales Por Territorio,Titular,,Aurelio  Machicado Coaquira,,MAS-IPSP,6,,,,,,,,,,,,,,
Bolivia,La Paz,Larecaja,,,Asambleístas Departamentales Por Territorio,Suplente,,Nora Ortencia Mamani Yujra,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,Franz Tamayo,,,Asambleístas Departamentales Por Territorio,Titular,,Ricardo Fernando Céspedes Chávez,,SOL.BO,7,,,,,,,,,,,,,,
Bolivia,La Paz,Franz Tamayo,,,Asambleístas Departamentales Por Territorio,Suplente,,Magdalena Maura Córtez Abelino,,SOL.BO,,,,,,,,,,,,,,,
Bolivia,La Paz,Ingavi,,,Asambleístas Departamentales Por Territorio,Titular,,Wilfredo Chinche Quispe,,MAS-IPSP,8,,,,,,,,,,,,,,
Bolivia,La Paz,Ingavi,,,Asambleístas Departamentales Por Territorio,Suplente,,,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,Loayza,,,Asambleístas Departamentales Por Territorio,Titular,,,,MAS-IPSP,9,,,,,,,,,,,,,,
Bolivia,La Paz,Loayza,,,Asambleístas Departamentales Por Territorio,Suplente,,Javier Soto Fernández,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,Inquisivi,,,Asambleístas Departamentales Por Territorio,Titular,,Silver Antony Martínez Callizaya,,MAS-IPSP,10,,,,,,,,,,,,,,
Bolivia,La Paz,Inquisivi,,,Asambleístas Departamentales Por Territorio,Suplente,,Maura Alanoca Eugenio,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,Sud Yungas,,,Asambleístas Departamentales Por Territorio,Titular,,,,MAS-IPSP,11,,,,,,,,,,,,,,
Bolivia,La Paz,Sud Yungas,,,Asambleístas Departamentales Por Territorio,Suplente,,Elio Gonzalo Ascencio Callizaya,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,Los Andes,,,Asambleístas Departamentales Por Territorio,Titular,,Víctor Hugo Castro Castro,,MAS-IPSP,12,,,,,,,,,,,,,,
Bolivia,La Paz,Los Andes,,,Asambleístas Departamentales Por Territorio,Suplente,,Claudina Fernández Castro,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,Aroma,,,Asambleístas Departamentales Por Territorio,Titular,,,,MAS-IPSP,13,,,,,,,,,,,,,,
Bolivia,La Paz,Aroma,,,Asambleístas Departamentales Por Territorio,Suplente,,Apolinar Baltazar Guarachi,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,Nor Yungas,,,Asambleístas Departamentales Por Territorio,Titular,,Alex Giobani Arteaga Mamani,,MAS-IPSP,14,,,,,,,,,,,,,,
Bolivia,La Paz,Nor Yungas,,,Asambleístas Departamentales Por Territorio,Suplente,,,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,Abel Iturralde,,,Asambleístas Departamentales Por Territorio,Titular,,Lorena Beyuma Navi,,MAS-IPSP,15,,,,,,,,,,,,,,
Bolivia,La Paz,Abel Iturralde,,,Asambleístas Departamentales Por Territorio,Suplente,,Ramiro  Mamani Cadena,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,Bautista Saavedra,,,Asambleístas Departamentales Por Territorio,Titular,,Enrique Huaqui Muni,,MTS,16,,,,,,,,,,,,,,
Bolivia,La Paz,Bautista Saavedra,,,Asambleístas Departamentales Por Territorio,Suplente,,Norah Lizarraga Quispe,,MTS,,,,,,,,,,,,,,,
Bolivia,La Paz,Manco Kapac,,,Asambleístas Departamentales Por Territorio,Titular,,,,MAS-IPSP,17,,,,,,,,,,,,,,
Bolivia,La Paz,Manco Kapac,,,Asambleístas Departamentales Por Territorio,Suplente,,Genaro  Sillerico Huanca,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,Gualberto Villarroel,,,Asambleístas Departamentales Por Territorio,Titular,,Germán Alejandro Gutiérrez García,,MAS-IPSP,18,,,,,,,,,,,,,,
Bolivia,La Paz,General José Manuel Pando,,,Asambleístas Departamentales Por Territorio,Titular,,,,MAS-IPSP,19,,,,,,,,,,,,,,
Bolivia,La Paz,General José Manuel Pando,,,Asambleístas Departamentales Por Territorio,Suplente,,Roberto Cucho Tapia,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,Caranavi,,,Asambleístas Departamentales Por Territorio,Titular,,Luis Surco Cañasaya,,MAS-IPSP,20,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Asambleístas Departamentales Por Territorio,Suplente,,Angélica Huanca Laura,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Asambleístas Departamentales Por Población,Titular,,Janet Rodriguez Valencia,,MAS-IPSP,1,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Asambleístas Departamentales Por Población,Suplente,,Juan Luis Chipana Ramirez,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Asambleístas Departamentales Por Población,Titular,,Leopoldo Richard Chui Torrez,,J.A. LLALLA.L.P.,2,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Asambleístas Departamentales Por Población,Suplente,,Maria Isabel Limachi Paredes,,J.A. LLALLA.L.P.,,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Asambleístas Departamentales Por Población,Titular,,Samanta Concepcion Coronado Ramirez,,PBCSP,3,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Asambleístas Departamentales Por Población,Suplente,,Romulo Ferrel Rodriguez,,PBCSP,,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Asambleístas Departamentales Por Población,Titular,,Ernesto Paco Nina,,MAS-IPSP,4,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Asambleístas Departamentales Por Población,Suplente,,Cristina Choque Paxi,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Asambleístas Departamentales Por Población,Titular,,Virginia Pelagia Monasterios Chui,,MAS-IPSP,5,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Asambleístas Departamentales Por Población,Suplente,,Angel Walter Illanes Suxo,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Asambleístas Departamentales Por Población,Titular,,Ana Maria Salgado Tapia,,J.A. LLALLA.L.P.,6,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Asambleístas Departamentales Por Población,Suplente,,Victor Mamani Michme,,J.A. LLALLA.L.P.,,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Asambleístas Departamentales Por Población,Titular,,Israel Angel Alanoca Chavez,,PBCSP,7,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Asambleístas Departamentales Por Población,Suplente,,Nadia Lorena Calderon Pinilla,,PBCSP,,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Asambleístas Departamentales Por Población,Titular,,Luis Ramos Espejo,,MAS-IPSP,8,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Asambleístas Departamentales Por Población,Suplente,,Maxima Mamani Tipo,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Asambleístas Departamentales Por Población,Titular,,Lino Mamani Quispe,,J.A. LLALLA.L.P.,9,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Asambleístas Departamentales Por Población,Suplente,,Virginia Quiroga Charca,,J.A. LLALLA.L.P.,,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Asambleístas Departamentales Por Población,Titular,,Rosmeri Bernal Mamani,,MAS-IPSP,10,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Asambleístas Departamentales Por Población,Suplente,,Francisco Villca Machaca,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Asambleístas Departamentales Por Población,Titular,,Maria Esther Gongora Miranda,,PBCSP,11,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Asambleístas Departamentales Por Población,Suplente,,Brayan Bruno Jose Luna Lira,,PBCSP,,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Asambleístas Departamentales Por Población,Titular,,Mario Silva Coya,,MAS-IPSP,12,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Asambleístas Departamentales Por Población,Suplente,,Marisol Poma Gorostiaga,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Asambleístas Departamentales Por Población,Titular,,Aida Quispe Calle,,J.A. LLALLA.L.P.,13,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Asambleístas Departamentales Por Población,Suplente,,Jesus Silvio Mendez Lara,,J.A. LLALLA.L.P.,,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Asambleístas Departamentales Por Población,Titular,,Clementina Quispe Usnayo,,MAS-IPSP,14,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Asambleístas Departamentales Por Población,Suplente,,Esdras Josue Paco Cruz Troche,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Asambleístas Departamentales Por Población,Titular,,Fernando Condori Chambi,,PBCSP,15,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Asambleístas Departamentales Por Población,Suplente,,Helia Brigite Llanos Ruiz,,PBCSP,,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Asambleístas Departamentales Por Población,Titular,,Raul Edwin Poma,,MAS-IPSP,16,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Asambleístas Departamentales Por Población,Suplente,,Mirna Martha Gutierrez Lazarte,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Asambleístas Departamentales Por Población,Titular,,Ramiro Elio Churata Mamani,,J.A. LLALLA.L.P.,17,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Asambleístas Departamentales Por Población,Suplente,,Luz Marina Larico Vargas,,J.A. LLALLA.L.P.,,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Asambleístas Departamentales Por Población,Titular,,Ana Aliaga Copa,,MAS-IPSP,18,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Asambleístas Departamentales Por Población,Suplente,,Juan Jose Gutierrez Rua,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Asambleístas Departamentales Por Población,Titular,,Reyna Andrea Echeverria Averanga,,PBCSP,19,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Asambleístas Departamentales Por Población,Suplente,,Diego Mauricio Laura Mendoza,,PBCSP,,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Asambleístas Departamentales Por Población,Titular,,Maribel Irene Chipana Pacoricona,,J.A. LLALLA.L.P.,20,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Asambleístas Departamentales Por Población,Suplente,,Braulio Quispe Machaca,,J.A. LLALLA.L.P.,,,,,,,,,,,,,,,
Bolivia,Cochabamba,,,,Asambleístas Departamentales Por Población,Titular,,Sergio De La Zerda Veizaga,,MAS-IPSP,1,,,,,,,,,,,,,,
Bolivia,Cochabamba,,,,Asambleístas Departamentales Por Población,Suplente,,Giovana Raisa Zenteno Coca,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Cochabamba,,,,Asambleístas Departamentales Por Población,Titular,,Juanita Ancieta Orellana,,MAS-IPSP,2,,,,,,,,,,,,,,
Bolivia,Cochabamba,,,,Asambleístas Departamentales Por Población,Suplente,,Adalid Alvarado Guarayo,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Cochabamba,,,,Asambleístas Departamentales Por Población,Titular,,Juan Carlos Irahola Paricagua,,MAS-IPSP,3,,,,,,,,,,,,,,
Bolivia,Cochabamba,,,,Asambleístas Departamentales Por Población,Suplente,,Maria Magdalena Serna Balceras,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Cochabamba,,,,Asambleístas Departamentales Por Población,Titular,,Condori Olivera,,MAS-IPSP,4,,,,,,,,,,,,,,
Bolivia,Cochabamba,,,,Asambleístas Departamentales Por Población,Suplente,,Lorenzo Cruz Choque,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Cochabamba,,,,Asambleístas Departamentales Por Población,Titular,,Orlando Zurita Rojas,,MAS-IPSP,5,,,,,,,,,,,,,,
Bolivia,Cochabamba,,,,Asambleístas Departamentales Por Población,Suplente,,Arminda Villca Rojas,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Cochabamba,,,,Asambleístas Departamentales Por Población,Titular,,Virginia Silvestre Rosas,,MAS-IPSP,6,,,,,,,,,,,,,,
Bolivia,Cochabamba,,,,Asambleístas Departamentales Por Población,Suplente,,Efrain Suarez Flores,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Cochabamba,,,,Asambleístas Departamentales Por Población,Titular,,Zacarias Quintana Choquevillca,,MAS-IPSP,7,,,,,,,,,,,,,,
Bolivia,Cochabamba,,,,Asambleístas Departamentales Por Población,Suplente,,Martiria Paca Villcarana,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Cochabamba,,,,Asambleístas Departamentales Por Población,Titular,,Nely Pinto Melgarejo,,MAS-IPSP,8,,,,,,,,,,,,,,
Bolivia,Cochabamba,,,,Asambleístas Departamentales Por Población,Suplente,,Juan Carlos Juchani Sacaico,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Cochabamba,,,,Asambleístas Departamentales Por Población,Titular,,Jesus Vallejos Mamani,,MAS-IPSP,9,,,,,,,,,,,,,,
Bolivia,Cochabamba,,,,Asambleístas Departamentales Por Población,Suplente,,Bentura Zapata Orosco,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Cochabamba,,,,Asambleístas Departamentales Por Población,Titular,,Isabel Collarana Zanga,,MAS-IPSP,10,,,,,,,,,,,,,,
Bolivia,Cochabamba,,,,Asambleístas Departamentales Por Población,Suplente,,Andres Ramos Maldonado,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Cochabamba,,,,Asambleístas Departamentales Por Población,Titular,,Enrique  Siles Montesinos,,SUMATE,11,,,,,,,,,,,,,,
Bolivia,Cochabamba,,,,Asambleístas Departamentales Por Población,Suplente,,Rolando Marcos Gomez Villafan,,SUMATE,,,,,,,,,,,,,,,
Bolivia,Cochabamba,,,,Asambleístas Departamentales Por Población,Titular,,Anna Pilar Lozano Laguna,,SUMATE,12,,,,,,,,,,,,,,
Bolivia,Cochabamba,,,,Asambleístas Departamentales Por Población,Suplente,,Maria Daniela Daza Calvimonte,,SUMATE,,,,,,,,,,,,,,,
Bolivia,Cochabamba,,,,Asambleístas Departamentales Por Población,Titular,,Pedro Andres Badran Leon,,SUMATE,13,,,,,,,,,,,,,,
Bolivia,Cochabamba,,,,Asambleístas Departamentales Por Población,Suplente,,Javier Mir Peña,,SUMATE,,,,,,,,,,,,,,,
Bolivia,Cochabamba,,,,Asambleístas Departamentales Por Población,Titular,,Maya Castro Escobar,,SUMATE,14,,,,,,,,,,,,,,
Bolivia,Cochabamba,,,,Asambleístas Departamentales Por Población,Suplente,,Alejandra Rodriguez Guevara,,SUMATE,,,,,,,,,,,,,,,
Bolivia,Cochabamba,,,,Asambleístas Departamentales Por Población,Titular,,Diego Andres Brañez Leaños,,SUMATE,16,,,,,,,,,,,,,,
Bolivia,Cochabamba,,,,Asambleístas Departamentales Por Población,Suplente,,Moises Vela Veizaga,,SUMATE,,,,,,,,,,,,,,,
Bolivia,Cochabamba,,,,Asambleístas Departamentales Por Población,Titular,,Fredy Aliaga Burgoa,,MTS,16,,,,,,,,,,,,,,
Bolivia,Cochabamba,,,,Asambleístas Departamentales Por Población,Suplente,,Josceph Edwyn Coca Tordoya,,MTS,,,,,,,,,,,,,,,
Bolivia,Santa Cruz,,,,Asambleístas Departamentales Por Población,Titular,,Zvonko Matkovic Ribera,,CREEMOS,1,,,,,,,,,,,,,,
Bolivia,Santa Cruz,,,,Asambleístas Departamentales Por Población,Suplente,,Angel Moisés Aranda Frías,,CREEMOS,,,,,,,,,,,,,,,
Bolivia,Santa Cruz,,,,Asambleístas Departamentales Por Población,Titular,,Carmen Muriel Cruz Claros,,MAS-IPSP,2,,,,,,,,,,,,,,
Bolivia,Santa Cruz,,,,Asambleístas Departamentales Por Población,Suplente,,Rodolfo Vallejos Espinoza,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Santa Cruz,,,,Asambleístas Departamentales Por Población,Titular,,Jessica Paola Aguirre Melgar,,CREEMOS,3,,,,,,,,,,,,,,
Bolivia,Santa Cruz,,,,Asambleístas Departamentales Por Población,Suplente,,Martha Cecilia Gutiérrez Paz,,CREEMOS,,,,,,,,,,,,,,,
Bolivia,Santa Cruz,,,,Asambleístas Departamentales Por Población,Titular,,Antonio Salvador Talamas Paniagua,,CREEMOS,4,,,,,,,,,,,,,,
Bolivia,Santa Cruz,,,,Asambleístas Departamentales Por Población,Suplente,,Rony Mauricio Justiniano Mayser,,CREEMOS,,,,,,,,,,,,,,,
Bolivia,Santa Cruz,,,,Asambleístas Departamentales Por Población,Titular,,Silvestre Jhonny Zeballos Ferrel,,MAS-IPSP,5,,,,,,,,,,,,,,
Bolivia,Santa Cruz,,,,Asambleístas Departamentales Por Población,Suplente,,Zoely Tatiana López,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Santa Cruz,,,,Asambleístas Departamentales Por Población,Titular,,Kathia Lisbeth Quiroga Fernández,,CREEMOS,6,,,,,,,,,,,,,,
Bolivia,Santa Cruz,,,,Asambleístas Departamentales Por Población,Suplente,,Estibaliz Bravo Guardia,,CREEMOS,,,,,,,,,,,,,,,
Bolivia,Santa Cruz,,,,Asambleístas Departamentales Por Población,Titular,,Susana Vaca Peña,,MAS-IPSP,7,,,,,,,,,,,,,,
Bolivia,Santa Cruz,,,,Asambleístas Departamentales Por Población,Suplente,,Jorge Acuña Morales,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Santa Cruz,,,,Asambleístas Departamentales Por Población,Titular,,Óscar Nelson Feeney Krause,,CREEMOS,8,,,,,,,,,,,,,,
Bolivia,Santa Cruz,,,,Asambleístas Departamentales Por Población,Suplente,,Julio César Pessoa Viera,,CREEMOS,,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Gobernador,,,Santos Quispe Quispe,,J.A. LLALLA.L.P.,,,,,,,,,,,,,,,
Bolivia,Cochabamba,,,,Gobernador,,,Humberto Sanchez Sanchez,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Santa Cruz,,,,Gobernador,,,Luis Fernando Camacho Vaca,,CREEMOS,,,,,,,,,,,,,,,
Bolivia,Santa Cruz,,,,Vicegobernador,,,Mario Joaquín Aguilera Cirbian,,CREEMOS,,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz De La Sierra,,Alcalde,,,Max Jhonny Fernández Saucedo,,UCS,,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz De La Sierra,,Concejal,Titular,,Juan Carlos Medrano Gonzales,,C-A,1,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz De La Sierra,,Concejal,Suplente,,Marcelo Alfonso Vidaurre Sapiencia,,C-A,1,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz De La Sierra,,Concejal,Titular,,Israel Alcocer Candia,,UCS,2,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz De La Sierra,,Concejal,Suplente,,Andrea Stephanie Negrete Moro,,UCS,2,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz De La Sierra,,Concejal,Titular,,José Félix Quiroz Tapia,,MAS-IPSP,3,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,Santa Cruz De La Sierra,,Concejal,Suplente,,Noemí Rivera Seña,,MAS-IPSP,3,,,,,,,,,,,,,,
